LNR,RESPONSE
1754,0.017990205423744538
1770,0.017361123985126785
1465,0.011405128604908377
1470,0.009681563985991622
1478,0.013469055591073342
1782,0.009057630629718828
1485,0.012473658281294273
1519,0.013987665996324334
1835,0.01355166990366352
1522,0.01514437939225328
1539,0.012034360262819217
1853,0.01569855236785644
1856,0.013315207379339715
2502,0.011451654879559332
2182,0.017358308472922957
2191,0.014289893853056752
2522,0.01862994475674044
2530,0.015246203839169298
2215,0.010103002379095238
2550,0.016485684904264174
2570,0.011436980257067911
2574,0.011170222870938412
2579,0.013743611322257475
2247,0.01775312901125723
2674,0.010092583393295914
11434,0.01076965637443926
11122,0.01720655623748376
11127,0.013168868956351687
11443,0.017123793451757265
11170,0.012124920012246281
11191,0.013383475011284817
11198,0.016939863969850057
10936,0.01213359243927558
11244,0.014260684847819916
11247,0.014546793183671518
11252,0.013092588875092168
11259,0.01211190370413749
10945,0.007640598760473171
10951,0.010619781555746161
11271,0.01481801631407949
10963,0.017470328793179314
11282,0.014076557551904723
11291,0.013109773548011395
10980,0.0096908627576526
10994,0.008414187340432342
10998,0.012124920012246281
11303,0.012132525045681878
11630,0.008268265028922727
11636,0.010892657407715266
11949,0.012828454248813298
11950,0.014795367406997328
11956,0.017677441720503152
11648,0.012124920012246281
11653,0.013160952892674051
11967,0.009583854860268168
11972,0.009456786558444405
11975,0.01330289108272346
12110,0.01226380319473544
12113,0.01663179682724501
11712,0.009753069854028538
11716,0.012120065835170057
12000,0.01400952992838641
11722,0.012606667374082439
12023,0.012124920012246281
12046,0.010179869658199371
11762,0.01211190370413749
12071,0.01029664311825235
12077,0.010605067428803011
11785,0.017766808186903432
11788,0.011379265761886026
11790,0.008883355680978543
11800,0.014917764893154302
11806,0.010227660108100924
11816,0.008857664325315984
11505,0.010668813069463903
11837,0.011188883708420774
11531,0.016380349258734717
11848,0.010674870777370879
11854,0.009093647764615874
11877,0.008670891167889562
11563,0.009998383737405732
11567,0.013382989056448974
11894,0.012203409527620994
11906,0.011616527360395236
11917,0.012124920012246281
11610,0.012124920012246281
11923,0.011383376790650991
12596,0.010054681194107722
12603,0.01014980290919443
12608,0.015105887265481335
12633,0.014465199743972668
12637,0.012526980314421853
21484,0.01211190370413749
21184,0.010110951794187839
21247,0.012297720197350624
20991,0.013112393915361746
21018,0.011352528598143265
21019,0.01808203652751521
21047,0.008630992247521332
21054,0.008863122003915879
21374,0.015020526224268105
21392,0.011124206423820676
21713,0.009877376136365365
22019,0.008649545585221192
22025,0.015278453223448953
21722,0.01751120351340171
21728,0.009476644613036208
22039,0.012124920012246281
22044,0.012962341526646546
61900,0.013749503587030086
62548,0.014158397263353191
63176,0.011301466064050308
64473,0.017936199232679972
64779,0.018566473145717063
64780,0.009742387790917826
64784,0.01033765805328227
65105,0.012124920012246281
65431,0.014633614058245162
65433,0.01757562136190722
66055,0.009008428507962036
66071,0.012124920012246281
61280,0.016118669977444114
61281,0.015242893478091235
61284,0.008913386995468935
61597,0.009707711664319944
61606,0.008843075226799717
62235,0.01778022064665554
62240,0.00876988835366236
62241,0.008145130616315303
62555,0.01654648383004698
62557,0.011368456496890118
62565,0.008933213325321192
62566,0.016365248859116863
63515,0.010629840681881672
63524,0.01667220684478896
64797,0.010483328762045776
65116,0.012120065835170057
75249,0.010276416939340928
75253,0.016763688530351133
75575,0.01214660874738437
76212,0.010648925502449213
71422,0.009984009695503997
72059,0.012976248891925838
72060,0.012776187933402355
72383,0.010065497247634484
72386,0.013389275228416965
72700,0.015533632731394659
72715,0.009109980132982904
73028,0.01469793282637052
73346,0.012145092936529685
73658,0.010778380087527283
73662,0.01731775432849771
73666,0.01273187312551508
73668,0.012195491400627414
73985,0.016623225460138967
74299,0.00892616346904299
74310,0.016183796484762994
74312,0.015047946532524633
74619,0.01815146312386605
74620,0.008016632367144656
74627,0.009324644901416724
74938,0.009443945464227556
74952,0.013064228858946418
75911,0.0100599105422315
75913,0.01135684382992422
76221,0.010787632510930284
76227,0.01258082382831686
71448,0.009432656852135096
15887,0.011389509018822025
15498,0.013171412498549378
15504,0.014332856270955308
15507,0.0110341351121825
15521,0.012491381426967341
24403,0.009563736111841638
24100,0.014458266103414583
24436,0.013359215696994685
24440,0.010492983593906395
24442,0.01213359243927558
24148,0.012461525809285789
24149,0.010763274274530494
24155,0.011010090531244921
24458,0.008427522577023746
24169,0.014223891360719576
24477,0.018018141329773283
24479,0.0086820176630862
24486,0.014773151477965723
24190,0.015573967595886735
24515,0.014979613053034512
24214,0.013597477758399732
25183,0.012124920012246281
25207,0.008793389658834545
24889,0.014377449549602725
24890,0.010347283378588637
25226,0.011617868321756503
25232,0.011451993740737597
25244,0.009236236300973498
25339,0.011314851213194203
25355,0.018112715627242714
24958,0.012044399291797969
25277,0.01281830923565947
25286,0.015036842745103304
24988,0.012124920012246281
25298,0.011256686198769137
25309,0.016576697468129332
25315,0.0080041506639214
25014,0.01214660874738437
25322,0.009065694955898514
25333,0.017035174868715624
25025,0.01284418197258605
24726,0.013520471928068115
24735,0.01211190370413749
25055,0.0124759196093603
25056,0.012665009022597377
24746,0.015791989724459186
25061,0.008849036281881873
25067,0.01062727251417159
25074,0.011834450063703527
24773,0.010477212823427852
25080,0.01211190370413749
25086,0.015299889903722368
25088,0.011190354928846258
24777,0.008699308997060532
24796,0.012523309718661687
25104,0.009460611008270904
24806,0.010265648626176354
25118,0.009954986258697115
24822,0.01214660874738437
82811,0.016252426286234304
83449,0.017144527342324165
83459,0.01211190370413749
83770,0.012124920012246281
84091,0.008502090666151162
84096,0.011168540231737687
84737,0.011239896826886808
85048,0.012098377100031966
85049,0.016912658989248815
85051,0.013030320491561121
85369,0.01089993914529961
85374,0.014042717021855791
85380,0.01256477146462871
82190,0.007950310146343838
82505,0.012296533170014584
82515,0.01119895365121345
82517,0.011331881804420957
82821,0.012814322191789022
83140,0.012847350544103549
788,0.010047098996115448
1102,0.010116489446373575
1109,0.011034643381344413
821,0.009464557548393584
829,0.011808178069858219
837,0.01557661230336446
845,0.01281550574171559
1163,0.015011414901167907
861,0.01211190370413749
899,0.01362320533871252
1207,0.01709973804675554
906,0.01146761269996554
1221,0.018829517350741072
1545,0.010888740406262722
1546,0.01567815600825792
1555,0.012743852531404072
1556,0.016600218684637572
1879,0.01034084612699628
1885,0.014505241634461716
1593,0.009103560126486325
1902,0.018188003165487944
1611,0.009283390386825355
1921,0.007301796810027378
1927,0.013328295766283096
1651,0.009636195591964556
1978,0.014511166533637454
1718,0.009789205215868168
1722,0.010527316586034062
1734,0.011773200950060634
41705,0.012269819399808651
41711,0.012124920012246281
41712,0.009797321928069563
42029,0.01560673951739902
42347,0.012226636598729163
42352,0.015232371968376322
42353,0.00982370424826041
42671,0.011634753424026699
42987,0.00938413424301311
43310,0.01061877429207295
43627,0.011806700524040495
43629,0.012429707227001334
43945,0.011272660510626581
43953,0.011282274425015094
43954,0.017492254175855457
43961,0.012057759240298055
44280,0.009205508122687764
44917,0.011105843111680419
44924,0.013746519027343333
44927,0.011240807132819693
45244,0.00980080892959022
45570,0.013663264397821458
45584,0.01066416093318615
41721,0.009883026370563408
41739,0.012124920012246281
42054,0.012682054996493747
42369,0.0112152354288771
42689,0.012166618907277335
43019,0.00939163543760987
43331,0.016046875695121362
51328,0.012523249168393645
51644,0.014791204795225218
51653,0.015323026538198782
51969,0.012805187093370841
52308,0.017398948353177405
52310,0.012815403663632496
52626,0.01687288559293086
52638,0.00874714402497215
52940,0.010848515656147719
52954,0.020756442044449448
55194,0.012022239689164185
55196,0.01210850590441094
55526,0.012124920012246281
55847,0.009348453203552227
55848,0.01213359243927558
51024,0.012124920012246281
51031,0.01084775421723489
51342,0.014460124419197315
51348,0.01367653380812577
51666,0.014029167832468534
51674,0.008261358483891285
51680,0.015978630871114664
52331,0.011012583434288405
53302,0.01211190370413749
82163,0.017433635518385525
82481,0.014414056252497223
82498,0.013570368863386069
55852,0.01211190370413749
55858,0.011451680977313554
55859,0.010064373034165134
51037,0.01211190370413749
51039,0.010160637455937604
51683,0.013496755287872633
51685,0.012349030616053582
51695,0.013925540050506821
51702,0.010975034119819937
52343,0.01343944978410588
52353,0.012098377100031966
53314,0.012124920012246281
53322,0.011377958379936862
53950,0.019389877975766547
54597,0.011981518791407488
54925,0.008339270313863681
55245,0.015045088766563481
55558,0.01281375810817338
55882,0.011711465575909283
51384,0.01092497952687593
51703,0.017310320363177315
51706,0.011516978767585093
51711,0.016695290896473633
52041,0.00801395849776749
52047,0.013825457992415595
52369,0.009721796373576922
52689,0.01183562078123778
53331,0.012163844288452316
53341,0.009046012082367131
63455,0.014936130167636208
63780,0.010177698938820966
63783,0.01211190370413749
64096,0.010859678579324803
64104,0.009212219220668377
64109,0.012516744872218993
64422,0.012682346228340764
65391,0.01213359243927558
65705,0.009523035425944064
65709,0.009684686573752738
61568,0.01159030107957761
62203,0.01068899306428626
62850,0.011411593938473207
62851,0.01702294106217438
63164,0.012139645715120105
63491,0.011895769239317464
63796,0.013334348050382165
63799,0.01434927561436958
63802,0.009238839001791324
63812,0.011574167519793921
64127,0.01084199622502442
64449,0.015550290219033602
64771,0.011573648160262384
65082,0.012124920012246281
65399,0.010283490705726515
66039,0.012124920012246281
66048,0.009106912621306477
71758,0.016751271248043532
72077,0.01211190370413749
72087,0.012124920012246281
72405,0.014252994517169822
72723,0.011013132612947847
72735,0.012563457833250871
73046,0.013037578847843076
73682,0.009272065840957586
73694,0.01042027610424026
73696,0.01505977104383208
74317,0.01509493582867852
74974,0.012546045853985596
75286,0.010253657499411263
75605,0.009634122521818984
75612,0.012098377100031966
75929,0.011364839839775738
76239,0.01074433999621634
71471,0.010537477214252718
71776,0.006674686632620874
71779,0.01214660874738437
72112,0.010866471622986887
72417,0.011867146209307827
72420,0.012085615038003449
72425,0.016742951941100665
73073,0.009399868207803244
73393,0.010039170672392761
73714,0.0118388049685724
74337,0.017278387457861713
74347,0.00904574135447184
74354,0.01439957985008652
74666,0.011121145524723954
74667,0.01211190370413749
74990,0.013493183635922935
75949,0.013318654924806266
75952,0.010266638750541375
71486,0.016141362194196252
71805,0.015986024261632814
71813,0.014357916426668317
72130,0.010185919644260261
72437,0.011018965737022907
82469,0.01213359243927558
82788,0.011773166257296576
82793,0.012098377100031966
83111,0.011543231854717971
83113,0.012537148955940184
83420,0.018207195329893386
83425,0.012681037229220487
83428,0.01213359243927558
83433,0.01148646323951543
83759,0.015585401353540489
84381,0.013078300349307619
84709,0.015094141007476261
85024,0.016311973585044097
85026,0.011903119028296445
85671,0.015195150904416081
35158,0.012224071608411376
34851,0.008697603380633596
34853,0.014727482811046496
34859,0.010898549522525574
35162,0.01231965994643573
35165,0.012098377100031966
34865,0.009019863959614993
34877,0.011170331553210873
34898,0.00921109325204741
35203,0.011264611317427464
34902,0.012797014192966145
34907,0.009399863479098372
34930,0.016831218412502368
34939,0.009482587728822782
35249,0.01435183020783536
35561,0.011590757160767731
35568,0.012098377100031966
35572,0.009647754025788493
35574,0.011565986552336698
35575,0.011525234911305363
35889,0.012120065835170057
35583,0.011656462926920585
35587,0.01058349109853155
35597,0.015151171739551234
35900,0.008786916770803843
35602,0.017028535748419758
35606,0.01510920646741579
35922,0.009390680023222851
35936,0.009457218674994836
41020,0.016455659110803687
41028,0.014820298982339478
41344,0.009035138825175804
41666,0.012632386764232355
42319,0.015995405955884064
42634,0.01284070993881833
42944,0.01284747533024671
42952,0.011292196376996792
42954,0.007304233291686013
43274,0.009862948640695098
43582,0.012120065835170057
43590,0.011800543935621646
43594,0.018416813829208137
43909,0.012306686339879613
43917,0.017422339612222667
44561,0.014306941230101813
45202,0.01310335984251993
45210,0.006932710969104824
41684,0.01724485058397251
41691,0.009598652178003236
42333,0.01599802401699187
42660,0.010499442451459517
